Yr Mo Dy RPT ROS KIL DUB CLA MGR MAL
37 2 13 12.8 12.4 0.6 11.2 0.0 12.6 9.6
37 2 14 0.0 0.4 3.2 16.0 3.4 19.4 12.4
37 2 15 2.8 3.8 0.2 0.8 7.0 7.6 15.6
37 2 16 4.0 4.2 15.0 10.4 7.8 5.6 10.4
37 2 17 16.2 18.8 5.8 20.0 14.6 16.4 2.2
37 2 18 4.4 16.6 4.2 2.4 4.6 0.6 6.0
37 2 19 16.6 19.2 7.0 3.2 1.6 5.2 10.8
37 2 20 3.4 9.6 18.6 4.0 15.2 13.6 2.0
37 2 21 2.4 12.0 4.0 16.8 8.2 13.0 12.0
37 2 22 10.2 2.8 16.8 1.4 8.8 5.6 13.8
37 2 23 9.0 7.8 2.0 16.4 13.6 6.8 16.4
37 2 24 8.4 17.8 4.2 18.6 14.4 16.0 13.8
37 2 25 7.0 5.4 16.2 3.0 1.4 15.0 4.6
37 2 26 2.4 13.2 3.6 3.8 1.8 9.2 18.2
37 2 27 15.8 0.2 11.0 4.4 11.4 4.6 12.0
37 2 28 10.8 7.0 14.8 14.0 7.8 13.8 19.8
37 3 1 10.0 6.8 17.8 5.4 4.6 7.4 6.4
37 3 2 3.0 9.4 12.6 9.6 6.6 5.4 17.2
37 3 3 16.8 1.2 1.4 1.6 8.6 2.0 20.0
37 3 4 15.2 7.6 10.6 8.8 13.0 14.6 3.4
37 3 5 16.8 16.0 15.8 7.2 10.0 1.6 2.2
37 3 6 16.8 15.0 1.0 17.6 4.6 3.6 17.4
37 3 7 5.0 1.2 15.0 6.4 7.8 15.6 0.4
37 3 8 9.8 12.4 17.0 19.4 3.6 1.2 0.6
37 3 9 2.8 18.2 9.0 18.0 9.8 12.0 0.2
37 3 10 5.0 15.8 5.8 3.2 19.8 3.6 4.2
37 3 11 12.6 18.0 3.6 17.4 11.2 1.4 2.6
37 3 12 15.2 8.0 14.0 11.6 3.4 8.8 18.2
37 3 13 4.2 9.8 17.2 4.0 6.2 10.6 12.4
37 3 14 3.6 6.4 10.0 1.6 9.4 7.6 11.4
37 3 15 3.0 7.8 18.2 3.8 19.6 15.8 14.4
37 3 16 3.8 7.0 3.8 9.6 1.6 0.0 5.4
37 3 17 17.4 5.2 12.2 14.4 5.0 17.0 10.6
37 3 18 4.6 18.4 16.8 17.2 14.4 6.8 19.0
37 3 19 6.0 14.6 9.8 5.4 5.2 6.2 3.6
37 3 20 19.4 15.8 10.2 6.4 16.8 11.8 11.4
37 3 21 16.8 6.4 6.4 17.8 7.6 2.2 12.0
37 3 22 8.4 9.6 1.8 9.2 12.6 1.6 16.6
37 3 23 3.0 6.0 15.2 0.4 14.2 14.2 5.4
37 3 24 10.8 11.8 4.8 6.4 15.2 13.8 4.4
37 3 25 4.8 17.0 9.4 0.0 2.4 7.2 1.2
37 3 26 11.8 20.0 12.2 8.4 16.6 16.0 16.6
37 3 27 7.8 19.2 3.2 5.8 16.6 14.8 8.0
37 3 28 6.8 19.4 14.2 19.4 0.6 12.2 17.4
37 3 29 11.6 16.2 14.8 17.2 3.0 17.2 16.4
37 3 30 8.0 7.2 5.2 6.6 4.6 16.0 16.6
37 3 31 6.8 6.2 11.4 0.2 0.6 14.6 16.0
37 4 1 2.6 15.2 3.0 3.8 4.8 9.6 0.6
37 4 2 8.0 15.2 7.0 0.0 8.2 12.4 13.6
37 4 3 9.2 6.8 14.2 9.0 8.2 6.6 0.4
37 4 4 6.4 15.8 12.6 13.6 6.4 12.4 2.4
37 4 5 5.0 2.2 18.4 10.8 0.0 6.2 14.8
37 4 6 1.6 18.0 8.4 10.2 1.6 5.6 0.2
37 4 7 13.2 3.6 7.6 7.0 4.6 14.0 6.0
37 4 8 14.4 1.4 13.8 8.6 4.8 9.8 0.4
37 4 9 6.8 6.8 0.6 15.8 17.4 1.2 11.8
37 4 10 5.4 0.4 18.0 19.6 15.2 6.2 12.4
37 4 11 6.2 16.8 11.8 6.2 6.6 14.2 0.0
37 4 12 10.2 14.8 18.0 3.2 16.6 14.4 16.4
37 4 13 19.2 10.8 14.2 12.8 11.2 13.0 6.8
37 4 14 18.2 16.8 0.0 15.6 2.2 2.2 0.8
37 4 15 18.0 10.0 11.6 11.6 16.2 9.2 12.2
37 4 16 2.0 1.6 3.8 19.4 0.4 1.2 9.4
37 4 17 14.2 6.2 13.8 15.8 10.2 13.0 16.2
37 4 18 16.6 15.6 8.8 8.6 6.0 14.2 17.8
37 4 19 12.0 0.8 2.6 11.4 18.8 12.8 4.2
37 4 20 10.6 5.2 12.8 14.6 4.6 8.8 10.4
37 4 21 1.6 0.8 13.6 14.6 4.6 8.6 19.6
37 4 22 6.6 2.2 17.4 14.6 4.8 7.8 1.0
37 4 23 10.2 10.8 18.2 15.6 8.8 10.2 4.4
37 4 24 4.4 7.2 4.8 5.6 12.4 0.4 4.0
37 4 25 14.2 8.6 13.0 1.2 13.4 2.8 18.6
37 4 26 16.8 5.4 6.6 8.2 16.8 10.6 18.2
37 4 27 12.4 1.4 12.0 7.0 1.0 11.6 19.4
37 4 28 15.6 9.6 6.0 10.6 12.2 0.2 6.8
37 4 29 7.0 0.4 2.2 10.2 2.8 18.0 16.0
37 4 30 7.6 13.4 19.4 16.6 7.2 10.2 14.2
37 5 1 11.6 19.4 5.8 16.2 6.4 15.8 0.4
37 5 2 2.6 14.2 0.4 9.4 11.8 0.4 19.2
37 5 3 5.0 6.6 14.4 5.6 13.0 9.8 19.4
37 5 4 19.4 13.8 2.8 10.6 12.2 3.6 15.8
37 5 5 2.4 14.6 13.6 18.0 6.6 15.0 8.6
37 5 6 5.6 16.8 9.8 0.6 17.2 9.2 0.2
37 5 7 19.4 19.2 18.2 12.0 19.4 13.8 4.0
37 5 8 0.0 18.0 1.2 10.0 18.8 10.4 0.4
37 5 9 0.4 5.8 18.2 18.6 17.2 5.2 17.8
37 5 10 10.0 0.0 8.2 18.2 2.2 16.2 16.0
37 5 11 2.4 15.2 3.0 11.0 3.2 8.8 10.8
37 5 12 18.0 18.0 13.6 3.8 12.0 20.0 17.6
37 5 13 2.2 17.8 11.6 8.8 20.0 4.6 19.6
37 5 14 9.4 14.2 19.4 13.0 4.4 9.2 0.8
37 5 15 4.0 12.8 5.6 19.6 16.2 13.8 13.4
37 5 16 2.4 6.2 2.2 4.0 5.4 19.2 9.4
37 5 17 16.2 16.8 19.0 14.4 6.8 5.2 11.8
37 5 18 8.4 19.4 0.8 18.6 19.0 15.6 14.4
37 5 19 8.8 19.0 17.0 17.2 9.8 19.2 19.6
37 5 20 0.4 5.0 18.2 9.4 11.4 13.4 3.6
37 5 21 15.0 13.6 14.6 12.0 13.8 12.2 19.8
37 5 22 10.4 20.0 2.2 3.8 3.4 7.8 9.6
37 5 23 3.2 19.6 18.0 1.0 3.6 7.2 2.4
37 5 24 5.0 8.0 12.0 5.2 5.4 1.0 3.8
37 5 25 3.4 0.4 3.2 13.2 10.2 15.4 16.6
37 5 26 7.6 14.0 11.0 0.8 13.2 5.4 4.4
37 5 27 13.0 3.0 1.6 7.2 17.8 19.2 14.2
37 5 28 9.6 19.8 6.2 6.0 11.6 10.0 5.8
37 5 29 2.8 13.6 12.0 2.2 10.8 17.6 5.8
37 5 30 9.4 17.2 13.8 4.4 0.0 10.2 11.6
37 5 31 18.0 11.6 4.2 10.8 7.4 10.0 19.4
37 6 1 2.4 10.8 19.0 4.6 2.2 16.6 9.8
37 6 2 1.4 16.2 7.4 19.4 10.6 16.2 1.0
37 6 3 5.0 11.6 3.2 12.8 10.0 9.4 14.4
37 6 4 1.6 0.8 7.8 7.0 4.2 1.2 17.6
37 6 5 18.8 12.2 14.0 18.4 13.4 4.0 7.6
37 6 6 6.6 18.0 1.4 18.8 9.0 2.8 18.8
37 6 7 9.6 12.6 5.2 5.8 1.0 20.0 11.6
37 6 8 2.2 18.2 0.0 11.0 11.4 19.2 11.6
37 6 9 4.0 15.6 18.0 4.2 2.4 1.8 3.8
37 6 10 18.0 5.0 5.0 14.0 11.2 17.2 2.0
37 6 11 11.4 14.6 7.4 17.4 0.8 17.6 5.4
37 6 12 11.0 8.0 5.2 5.0 8.4 13.8 14.8
37 6 13 9.4 20.0 12.8 8.2 0.2 1.4 6.0
37 6 14 19.6 20.0 13.0 4.4 1.4 15.0 18.2
37 6 15 19.8 13.0 6.6 13.0 0.2 14.0 15.6
37 6 16 1.8 8.0 14.2 0.6 4.2 6.4 1.2
37 6 17 10.2 0.6 17.6 18.8 2.6 9.8 14.8
37 6 18 13.6 18.6 14.2 7.4 10.4 16.2 8.4
37 6 19 8.0 1.0 1.8 12.0 18.8 5.6 14.6
37 6 20 11.8 1.8 7.6 10.2 18.2 7.0 13.0
37 6 21 8.0 18.0 14.4 14.4 16.2 9.2 3.4
37 6 22 6.6 18.0 3.4 5.6 17.0 17.4 17.8
37 6 23 13.8 11.2 17.0 7.4 16.4 3.0 9.6
37 6 24 5.0 8.4 19.8 2.0 1.0 10.0 8.8
37 6 25 11.0 14.8 13.6 0.2 5.2 0.2 7.8
37 6 26 4.4 11.2 2.0 0.6 11.6 4.4 14.6
37 6 27 13.6 8.0 9.4 18.4 4.4 8.2 19.2
37 6 28 2.2 12.8 6.2 6.8 14.0 10.8 17.8
37 6 29 0.8 13.4 4.4 10.6 2.6 9.6 15.2
37 6 30 8.4 17.0 4.4 19.0 13.6 12.0 19.6
37 7 1 10.2 8.6 9.8 3.4 5.8 14.6 12.2
37 7 2 10.8 17.2 17.8 2.2 1.2 10.6 8.0
37 7 3 2.8 16.2 4.6 13.0 10.4 15.2 15.6
37 7 4 15.0 2.2 4.0 18.2 11.0 0.6 8.4
37 7 5 0.4 12.4 2.0 15.2 5.8 3.2 3.2
37 7 6 18.4 16.6 13.6 12.8 12.4 17.0 14.8
37 7 7 8.8 17.8 9.0 8.6 1.2 11.0 7.6
37 7 8 8.4 7.8 5.6 2.4 14.6 14.8 16.0
37 7 9 2.6 7.8 17.0 6.2 1.8 3.6 14.4
37 7 10 1.0 11.4 17.8 1.4 4.8 1.2 9.0
37 7 11 0.0 1.8 8.8 8.0 9.2 10.4 18.0
37 7 12 14.0 9.2 18.4 16.4 8.0 3.8 1.6
37 7 13 14.4 15.2 2.0 0.2 6.8 0.2 3.4
37 7 14 8.6 15.0 15.2 10.0 8.2 13.8 19.4
37 7 15 18.0 19.6 17.2 19.4 19.0 19.0 12.0
37 7 16 0.2 3.8 19.4 10.4 16.2 6.0 9.0
37 7 17 0.4 11.4 2.2 15.2 3.6 1.8 17.2
37 7 18 19.8 12.2 12.6 18.6 5.8 2.4 0.4
37 7 19 7.4 9.2 16.8 9.0 6.8 5.8 14.2
37 7 20 7.0 20.0 8.0 19.6 14.0 8.6 18.8
37 7 21 16.6 19.6 2.2 0.8 1.0 17.6 12.8
37 7 22 19.6 19.0 1.6 17.2 11.0 8.6 2.4
37 7 23 19.4 8.0 2.2 12.0 0.6 16.8 4.6
37 7 24 2.0 11.0 16.6 18.6 9.4 1.8 13.4
37 7 25 12.6 16.4 5.6 8.4 3.8 0.0 8.4
37 7 26 19.4 18.0 3.4 2.8 13.2 9.2 16.4
37 7 27 3.4 6.6 19.0 12.8 14.2 9.8 18.4
37 7 28 0.6 5.4 10.8 10.6 11.0 10.4 14.6
37 7 29 0.0 15.2 4.6 3.0 17.2 14.6 1.0
37 7 30 15.2 4.2 9.6 3.8 10.8 10.2 18.6
37 7 31 3.8 17.8 11.4 14.0 3.4 1.6 1.2
37 8 1 7.4 15.8 11.2 6.6 3.0 14.8 19.6
37 8 2 6.4 11.4 16.2 0.0 4.6 7.8 7.6
37 8 3 14.6 14.4 2.0 9.0 5.8 12.2 18.6
37 8 4 0.4 16.0 4.2 5.8 8.6 9.4 9.4
37 8 5 14.0 8.6 13.4 11.2 6.8 8.6 15.0
37 8 6 19.4 0.4 8.4 15.0 13.0 18.8 15.6
37 8 7 2.0 10.4 0.6 2.0 7.2 15.0 10.8
37 8 8 15.4 5.4 19.2 15.2 12.2 12.6 9.8
37 8 9 17.6 3.2 8.2 9.2 12.6 15.0 1.6
37 8 10 13.0 5.2 17.4 0.4 18.4 14.0 2.6
37 8 11 14.2 9.4 0.2 9.6 7.6 7.0 9.2
37 8 12 9.6 18.8 2.0 12.4 17.4 13.8 15.6
37 8 13 5.2 17.0 2.4 1.6 0.6 17.6 19.4
37 8 14 13.8 14.0 8.8 9.0 4.0 6.2 14.0
37 8 15 13.0 2.4 16.2 6.0 4.8 1.8 1.4
37 8 16 17.6 0.8 7.0 16.8 19.2 13.6 2.4
37 8 17 8.0 12.0 9.8 1.6 6.6 7.4 4.8
37 8 18 13.6 18.6 12.0 1.6 14.6 15.2 3.6
37 8 19 1.8 7.2 5.6 13.0 8.4 6.4 5.0
37 8 20 5.2 3.4 19.2 15.2 4.4 4.4 13.6
37 8 21 1.4 6.4 19.4 1.4 15.2 4.2 7.0
37 8 22 3.6 16.2 15.0 19.4 6.8 20.0 15.4
37 8 23 4.4 5.0 12.0 0.8 3.4 19.6 9.0
37 8 24 16.0 3.2 6.8 14.0 5.2 0.8 2.2
37 8 25 16.6 14.4 12.2 10.0 6.6 17.8 10.6
37 8 26 9.8 0.0 6.4 1.6 9.4 13.8 13.4
37 8 27 2.8 9.6 12.0 3.4 6.8 6.0 13.8
37 8 28 14.6 6.0 17.0 2.0 8.2 20.0 5.0
37 8 29 15.0 19.6 4.6 17.4 12.0 15.2 19.2
37 8 30 4.0 9.0 15.2 5.6 6.0 16.8 18.8
37 8 31 7.0 8.0 6.2 5.4 4.4 3.8 2.0
37 9 1 12.0 2.2 9.6 16.0 0.2 8.4 18.6
37 9 2 1.4 18.8 9.4 17.6 12.6 16.8 19.4
37 9 3 15.0 8.4 5.2 13.4 3.0 9.4 6.6
37 9 4 3.2 4.2 15.4 6.2 19.4 4.0 0.0
37 9 5 14.0 14.6 2.2 13.0 16.2 0.6 20.0
37 9 6 2.4 9.6 6.8 12.0 7.2 5.4 2.6
37 9 7 13.0 3.4 5.0 12.6 3.6 8.4 16.2
37 9 8 8.8 9.6 9.4 16.8 18.4 4.2 11.8
37 9 9 3.8 15.0 17.4 16.8 16.4 1.0 4.4
37 9 10 1.4 18.8 11.8 12.8 14.4 18.8 18.6
37 9 11 17.6 2.0 6.4 11.2 12.4 19.8 7.8
37 9 12 17.8 7.4 10.0 14.6 18.0 13.4 16.0
37 9 13 10.8 18.8 2.2 7.2 4.8 18.2 3.2
37 9 14 17.4 11.8 9.0 17.0 10.0 0.4 6.2
37 9 15 7.6 10.4 9.2 3.0 13.8 4.6 18.4
37 9 16 10.8 0.4 19.2 13.0 3.0 15.8 19.6
37 9 17 15.0 14.2 7.8 0.4 9.6 16.2 17.0
37 9 18 6.0 1.0 7.4 19.4 0.4 18.4 9.0
37 9 19 15.0 15.2 5.0 19.6 11.8 16.6 2.4
37 9 20 4.0 5.0 1.0 6.6 15.6 0.4 1.6
37 9 21 8.4 12.2 19.4 10.2 4.8 11.0 13.8
37 9 22 3.2 6.0 14.2 9.0 4.0 10.8 9.4
37 9 23 7.2 14.8 12.8 19.2 18.6 3.4 9.2
37 9 24 13.4 14.4 15.2 19.2 16.2 7.0 7.0
37 9 25 8.6 4.8 17.6 9.4 9.4 18.2 1.6
37 9 26 17.8 15.4 17.4 17.2 14.4 1.8 10.8
37 9 27 6.8 18.2 15.2 6.2 5.4 14.6 0.6
37 9 28 12.6 13.0 4.4 15.2 16.6 13.4 8.2
37 9 29 2.6 1.2 1.2 2.4 3.0 7.8 9.0
37 9 30 4.6 12.8 12.6 15.8 8.6 5.8 14.6
37 10 1 6.8 5.8 16.4 1.2 16.0 17.8 9.8
37 10 2 15.8 12.4 12.8 7.4 12.6 16.2 1.0
37 10 3 8.4 19.6 13.6 12.0 6.6 2.4 1.6
37 10 4 1.0 16.0 8.6 11.4 16.8 15.2 7.0
37 10 5 19.0 12.4 19.6 19.0 16.8 10.4 14.2
37 10 6 9.4 12.6 16.0 7.6 18.6 2.4 13.2
37 10 7 11.0 18.4 17.2 9.6 3.4 10.6 9.4
37 10 8 10.0 17.0 19.6 5.4 8.8 6.0 1.8
37 10 9 7.6 12.6 4.0 5.4 6.8 2.6 18.8
37 10 10 12.0 11.0 6.4 1.8 2.2 2.0 4.8
37 10 11 11.0 12.2 5.2 9.0 17.2 16.8 1.4
37 10 12 13.4 7.6 9.4 13.4 19.6 9.2 12.8
37 10 13 8.2 17.0 12.8 6.0 15.6 12.8 3.0
37 10 14 15.8 5.0 7.0 1.6 6.0 17.4 18.2
37 10 15 6.0 17.6 4.0 16.8 4.2 12.2 16.6
37 10 16 4.0 13.0 7.4 4.2 5.0 7.6 18.2
37 10 17 9.8 6.0 1.2 17.8 7.6 8.0 15.8
37 10 18 2.2 6.4 19.0 3.8 16.8 13.6 2.6
37 10 19 18.4 11.6 17.2 5.6 2.0 10.0 3.6
37 10 20 7.6 10.2 8.4 6.2 5.2 20.0 13.8
37 10 21 2.2 15.2 18.8 4.8 17.8 19.2 4.4
37 10 22 16.4 15.8 11.0 4.6 3.4 3.6 11.0
37 10 23 9.6 15.2 1.4 8.2 2.0 3.4 18.6
37 10 24 11.4 10.4 7.0 9.6 10.0 2.0 9.4
37 10 25 16.0 16.8 14.8 9.6 17.2 0.6 11.6
37 10 26 18.8 19.4 7.0 20.0 15.4 10.6 10.0
37 10 27 7.2 13.4 18.6 4.0 17.0 16.0 12.2
37 10 28 18.4 19.8 14.6 7.2 7.2 9.2 12.0
37 10 29 0.4 20.0 16.6 9.6 7.6 6.8 19.6
37 10 30 5.8 8.4 1.4 7.4 5.0 10.2 16.6
37 10 31 1.2 11.0 14.0 6.8 5.6 15.2 14.8
37 11 1 16.8 16.6 4.0 1.0 15.8 2.8 15.8
37 11 2 0.8 11.0 3.6 12.2 1.0 11.2 20.0
37 11 3 2.0 8.2 7.8 13.8 5.0 19.2 1.4
37 11 4 14.0 0.6 11.2 13.8 13.2 3.8 12.2
37 11 5 4.0 9.6 19.0 14.8 6.6 9.6 4.4
37 11 6 11.0 9.8 18.4 6.0 0.2 19.2 18.0
37 11 7 12.0 9.2 9.4 19.6 16.0 6.0 2.8
37 11 8 2.0 8.4 5.2 6.6 15.2 8.2 14.4
37 11 9 4.0 18.2 14.2 7.0 3.8 0.4 4.2
37 11 10 17.4 18.0 17.8 3.8 2.0 17.0 11.2
37 11 11 0.4 7.2 3.4 0.8 19.2 0.6 8.2
37 11 12 0.8 4.4 20.0 9.4 18.8 4.8 18.8
37 11 13 7.6 13.8 17.4 3.0 16.4 0.8 19.0
37 11 14 14.4 5.6 4.6 17.2 5.0 9.6 14.2
37 11 15 2.6 0.2 10.2 16.6 3.8 19.2 7.8
37 11 16 4.4 0.0 6.4 19.2 9.6 3.0 8.8
37 11 17 17.8 6.4 13.8 17.4 15.4 0.2 17.2
37 11 18 18.0 13.0 18.6 3.2 18.8 3.2 10.8
37 11 19 2.8 5.6 8.6 17.0 8.6 7.2 18.4
37 11 20 7.4 3.6 19.8 10.2 5.4 17.8 13.4
37 11 21 10.8 15.6 19.4 14.0 6.8 9.2 18.8
37 11 22 5.0 5.4 12.0 2.8 4.6 6.4 8.8
37 11 23 11.2 9.4 1.8 16.2 17.0 13.2 3.0
37 11 24 7.6 7.2 9.4 5.4 15.0 8.4 5.6
37 11 25 10.6 7.6 20.0 4.0 9.0 10.0 18.6
37 11 26 9.8 10.0 17.6 10.6 16.2 15.2 4.2
37 11 27 7.6 4.6 10.6 9.2 14.2 8.4 1.8
37 11 28 3.0 11.2 15.0 5.2 8.6 7.2 8.4
37 11 29 16.0 17.8 6.4 5.0 11.8 14.6 4.8
37 11 30 15.8 13.8 2.6 4.2 17.4 8.2 18.0
37 12 1 0.0 9.4 3.2 8.0 10.8 15.4 15.8
37 12 2 16.6 12.4 14.0 19.6 17.8 3.0 14.4
37 12 3 20.0 19.8 12.6 0.6 14.8 3.6 10.4
37 12 4 13.2 4.4 1.4 0.0 14.2 7.0 10.4
37 12 5 3.0 13.4 17.4 7.6 0.8 4.6 1.4
37 12 6 17.2 0.4 16.2 5.2 16.0 10.4 13.8
37 12 7 2.4 0.6 14.0 15.6 16.8 7.4 7.2
37 12 8 9.2 5.4 9.4 16.6 4.8 7.4 10.2
37 12 9 13.0 16.6 17.4 10.4 3.4 13.4 8.8
37 12 10 16.4 7.4 4.6 1.8 13.6 7.0 2.0
37 12 11 18.8 4.2 17.2 4.6 14.2 12.8 20.0
37 12 12 9.8 0.6 10.6 3.4 5.4 4.0 1.2
37 12 13 5.4 4.2 5.0 0.4 19.2 10.2 2.2
37 12 14 12.2 13.2 13.2 10.2 14.4 18.4 5.6
37 12 15 6.2 10.8 6.8 17.0 10.2 15.4 6.2
37 12 16 2.6 19.0 19.4 5.8 6.2 0.2 5.8
37 12 17 12.0 3.4 10.2 13.2 4.2 8.0 1.6
37 12 18 14.2 5.0 3.6 11.8 3.4 3.4 17.4
37 12 19 14.0 3.2 7.2 10.0 6.2 18.2 19.0
37 12 20 0.0 0.2 6.4 14.2 6.6 11.2 14.4
37 12 21 8.2 1.8 18.4 0.4 12.8 7.0 1.4
37 12 22 18.6 4.0 8.4 9.8 0.8 10.6 4.4
37 12 23 5.8 9.2 16.8 12.2 19.4 20.0 4.0
37 12 24 12.8 17.0 9.4 4.4 11.4 5.0 8.6
37 12 25 2.0 0.8 18.0 20.0 3.6 16.0 3.0
37 12 26 2.2 10.0 15.4 1.2 11.2 16.0 15.8
37 12 27 9.6 12.4 12.8 1.6 19.0 18.8 8.0
37 12 28 3.6 15.4 13.0 15.2 7.2 8.4 11.8
37 12 29 19.2 8.6 16.2 16.6 15.6 3.4 12.4
37 12 30 1.2 18.2 12.0 1.8 5.6 17.0 9.4
37 12 31 0.8 4.4 1.6 15.6 11.0 4.2 0.8
38 1 1 12.4 2.4 9.2 10.4 7.4 15.8 5.2
38 1 2 10.0 19.4 9.2 5.8 15.8 1.4 5.2
38 1 3 3.6 5.2 9.0 7.2 3.4 3.0 7.0
38 1 4 17.2 19.4 12.4 5.6 13.0 9.6 7.2
38 1 5 0.0 17.8 16.2 6.4 13.6 1.0 15.8
38 1 6 18.0 5.6 18.6 11.8 7.6 1.0 15.2
38 1 7 6.6 19.0 1.8 17.8 16.0 6.8 1.8
38 1 8 15.6 18.4 11.6 19.4 4.0 8.6 17.8
38 1 9 3.0 16.2 8.8 10.6 1.4 3.4 9.0
38 1 10 3.0 3.0 18.6 3.4 15.2 9.2 3.2
38 1 11 13.0 14.8 14.2 13.6 13.8 9.4 19.0
38 1 12 3.8 9.0 11.4 11.2 2.0 10.2 0.4
38 1 13 11.2 15.0 7.6 19.4 14.6 18.8 16.2
38 1 14 15.0 6.2 4.2 3.2 1.6 12.4 3.8
38 1 15 16.6 7.4 9.2 13.0 9.6 4.0 2.8
38 1 16 9.2 2.8 12.0 11.4 6.2 19.0 12.4
38 1 17 10.0 2.2 2.8 15.6 1.0 3.8 19.4
38 1 18 13.4 7.4 10.2 3.2 14.0 12.6 9.0
38 1 19 6.0 2.2 0.0 2.2 19.2 13.8 14.8
38 1 20 17.8 10.0 11.6 19.0 4.0 11.0 0.6
38 1 21 1.0 3.8 11.2 9.8 2.8 4.8 7.0
38 1 22 13.4 16.4 3.4 18.6 5.8 1.6 1.4
38 1 23 16.6 15.6 12.2 2.0 9.6 15.6 9.2
38 1 24 1.2 5.4 4.6 19.0 17.6 9.8 5.0
38 1 25 5.6 18.8 6.0 16.8 3.2 14.8 7.6
38 1 26 14.0 11.0 17.6 19.6 6.0 18.4 8.6
38 1 27 15.0 9.4 5.6 4.8 12.2 13.4 4.8
38 1 28 19.2 8.0 19.8 12.6 6.0 14.2 14.4
38 1 29 15.0 17.4 6.4 3.0 8.8 3.0 16.6
38 1 30 16.2 1.8 17.8 15.2 19.0 0.0 15.6
38 1 31 0.4 4.2 3.0 9.2 2.6 6.6 11.4
38 2 1 0.0 2.2 1.8 9.8 12.2 10.0 4.6
38 2 2 4.8 4.0 9.0 7.0 11.4 18.4 8.0
38 2 3 14.6 3.0 5.8 8.2 1.2 7.8 3.8
38 2 4 7.2 0.6 11.0 1.0 9.2 11.4 14.0
38 2 5 4.4 14.0 2.0 12.4 12.6 19.4 3.0
38 2 6 5.0 6.6 10.0 14.6 2.2 6.0 12.0
38 2 7 17.6 10.6 12.0 1.0 1.6 10.6 1.2
38 2 8 14.4 1.8 13.0 15.6 14.0 15.4 14.4
38 2 9 1.8 15.8 1.8 18.0 0.8 15.8 1.6
38 2 10 12.6 16.2 12.2 14.0 3.8 4.2 17.4
38 2 11 7.0 4.0 7.8 11.8 3.0 6.0 7.0
38 2 12 13.2 20.0 5.8 3.6 12.6 20.0 14.4
38 2 13 19.4 12.4 13.2 2.8 12.2 13.8 5.2
38 2 14 4.2 11.4 13.0 18.4 2.6 9.8 7.8
38 2 15 1.4 16.4 13.8 8.6 9.4 0.4 10.2
38 2 16 16.2 3.6 3.4 7.4 18.2 3.4 2.0
38 2 17 4.4 11.6 10.8 12.2 16.4 1.2 11.0
38 2 18 6.4 18.2 8.6 8.0 7.8 6.2 18.6
38 2 19 0.6 7.2 7.0 14.6 4.8 18.4 13.6
38 2 20 3.4 18.4 4.8 8.4 15.0 12.4 17.2
38 2 21 18.6 17.4 1.0 1.2 1.6 12.4 8.2
38 2 22 5.0 4.0 1.8 14.6 16.2 9.0 15.6
38 2 23 7.8 7.2 11.4 13.4 8.8 3.4 12.8
38 2 24 1.0 18.4 12.0 0.6 11.2 7.0 19.6
38 2 25 2.0 11.0 13.0 13.8 1.4 0.0 12.4
38 2 26 11.0 17.0 12.6 5.6 11.8 11.8 6.2
38 2 27 11.4 7.6 11.0 9.2 10.4 5.0 3.4
38 2 28 8.4 10.0 10.2 17.2 11.6 1.4 12.6
38 3 1 6.0 7.8 16.0 19.2 7.8 8.4 4.0
38 3 2 4.4 15.4 15.0 9.2 13.0 4.4 1.8
38 3 3 13.6 14.8 1.8 7.8 11.4 14.6 0.6
38 3 4 8.8 2.0 16.8 14.0 2.6 6.0 3.8
38 3 5 8.2 5.2 8.8 17.2 17.2 15.2 9.2
38 3 6 0.8 11.2 14.2 3.4 15.2 17.2 9.0
38 3 7 15.2 6.0 2.2 18.6 1.6 19.2 13.0
38 3 8 2.2 2.8 12.0 0.8 17.0 4.0 1.4
38 3 9 4.8 1.2 15.4 0.6 8.6 4.6 4.8
38 3 10 14.0 5.8 12.4 15.0 7.6 18.4 0.0
38 3 11 2.8 13.6 13.0 19.4 2.6 14.2 2.4
38 3 12 0.4 5.2 2.8 12.4 0.6 4.0 7.6
38 3 13 8.6 20.0 9.4 8.8 19.6 14.4 3.0
38 3 14 0.4 9.0 15.0 12.4 4.6 19.6 18.6
38 3 15 11.8 15.2 16.4 10.0 5.8 17.6 5.8
38 3 16 4.4 7.2 18.2 11.0 10.8 2.0 4.2
38 3 17 2.2 0.6 1.2 1.2 4.4 9.8 7.2
38 3 18 11.4 20.0 14.4 7.8 3.8 11.4 3.2
38 3 19 5.4 18.2 20.0 10.2 6.0 5.4 4.8
38 3 20 17.2 2.0 8.4 15.8 13.2 5.6 4.6
38 3 21 12.0 12.8 9.6 13.4 10.0 7.6 0.6
38 3 22 3.6 17.2 11.2 15.6 11.8 3.4 7.4
38 3 23 9.0 15.8 5.4 0.2 18.8 4.8 10.8
38 3 24 1.8 7.4 14.2 10.0 12.0 8.0 11.0
38 3 25 10.4 4.4 3.4 8.0 13.4 17.4 3.6
38 3 26 2.6 0.2 14.0 2.4 17.8 12.2 15.0
38 3 27 18.8 5.4 14.2 16.4 6.4 6.4 7.0
38 3 28 0.6 2.0 4.0 11.6 14.8 16.8 7.0
38 3 29 8.0 10.0 6.0 18.6 1.0 15.0 15.6
